species,longitude,latitude
side,-94.2916666666667,28.2083333333333
side,-83.4583333333333,28.125
side,-93.625,27.875
side,-83.0416666666667,27.7916666666667
side,-82.9583333333333,27.7916666666667
side,-82.9583333333333,27.7083333333333
side,-82.875,27.5416666666667
side,-82.625,27.2916666666667
side,-82.625,27.125
side,-82.7083333333333,27.0416666666667
side,-82.5416666666667,27.0416666666667
side,-82.9583333333333,26.875
side,-82.875,26.875
side,-83.7083333333333,26.2916666666667
side,-82.2083333333333,26.2916666666667
side,-80.2916666666667,25.2083333333333
side,-80.2083333333333,25.2083333333333
side,-80.2916666666667,25.125
side,-80.375,25.0416666666667
side,-80.375,24.9583333333333
side,-77.7083333333333,24.7083333333333
side,-77.7083333333333,24.625
side,-81.875,24.4583333333333
side,-77.7083333333333,24.375
side,-77.625,24.2916666666667
side,-76.4583333333333,24.2083333333333
side,-74.4583333333333,24.125
side,-74.5416666666667,24.0416666666667
side,-74.5416666666667,23.9583333333333
side,-77.7916666666667,23.7083333333333
side,-71.125,21.5416666666667
side,-97.2083333333333,21.4583333333333
side,-96.9583333333333,20.7916666666667
side,-78.2083333333333,20.625
side,-78.125,20.625
side,-78.2083333333333,20.5416666666667
side,-87.0416666666667,20.4583333333333
side,-87.0416666666667,20.2916666666667
side,-79.7083333333333,19.7916666666667
side,-79.875,19.7083333333333
side,-95.9583333333333,19.125
side,-87.7083333333333,18.7083333333333
side,-94.7916666666667,18.5416666666667
side,-77.9583333333333,18.5416666666667
side,-87.7083333333333,18.4583333333333
side,-78.2916666666667,18.4583333333333
side,-65.5416666666667,18.375
side,-64.7916666666667,18.375
side,-64.7083333333333,18.375
side,-64.625,18.375
side,-78.375,18.2916666666667
side,-76.7083333333333,18.2916666666667
side,-64.7916666666667,18.2916666666667
side,-64.7083333333333,18.2916666666667
side,-67.125,17.9583333333333
side,-67.0416666666667,17.9583333333333
side,-66.9583333333333,17.9583333333333
side,-66.875,17.9583333333333
side,-66.7916666666667,17.9583333333333
side,-66.2916666666667,17.9583333333333
side,-63.0416666666667,17.9583333333333
side,-76.7916666666667,17.875
side,-67.125,17.875
side,-67.0416666666667,17.875
side,-66.9583333333333,17.875
side,-66.875,17.875
side,-64.7083333333333,17.7916666666667
side,-64.625,17.7916666666667
side,-64.5416666666667,17.7916666666667
side,-64.625,17.7083333333333
side,-64.5416666666667,17.7083333333333
side,-87.7083333333333,17.625
side,-63.2916666666667,17.625
side,-62.9583333333333,17.4583333333333
side,-63.2916666666667,17.375
side,-62.875,17.375
side,-61.875,17.375
side,-87.5416666666667,17.2916666666667
side,-87.5416666666667,17.2083333333333
side,-88.0416666666667,16.9583333333333
side,-88.125,16.7916666666667
side,-88.0416666666667,16.7916666666667
side,-87.875,16.7083333333333
side,-22.9583333333333,16.7083333333333
side,-22.875,16.7083333333333
side,-79.7083333333333,15.875
side,-61.375,15.2083333333333
side,-82.7083333333333,14.4583333333333
side,-80.2916666666667,14.375
side,-80.2083333333333,14.375
side,-80.375,14.2916666666667
side,-61.2916666666667,13.2916666666667
side,-82.9583333333333,12.2916666666667
side,-83.0416666666667,12.2083333333333
side,-81.875,12.2083333333333
side,-81.7916666666667,12.2083333333333
side,-81.875,12.125
side,-81.7916666666667,12.125
side,-61.7916666666667,12.125
side,-83.0416666666667,12.0416666666667
side,-61.7916666666667,12.0416666666667
side,-66.7083333333333,11.7916666666667
side,-74.2083333333333,11.2916666666667
side,-74.125,11.2916666666667
side,-60.4583333333333,11.2916666666667
side,-74.2083333333333,11.2083333333333
side,-60.875,11.2083333333333
side,-60.7916666666667,11.2083333333333
side,-74.2916666666667,10.9583333333333
side,-60.9583333333333,10.875
side,-68.2083333333333,10.7916666666667
side,-66.2083333333333,10.625
side,-66.125,10.625
side,-67.2083333333333,10.5416666666667
side,-66.125,10.5416666666667
side,-75.7916666666667,10.125
side,-75.7916666666667,9.79166666666667
side,-75.875,9.70833333333334
side,-75.7916666666667,9.70833333333334
side,-75.7083333333333,9.70833333333334
side,-76.2083333333333,9.375
side,-76.875,8.375
side,6.70833333333333,0.375
side,6.45833333333333,0.291666666666671
side,6.79166666666666,0.208333333333336
side,6.54166666666666,-0.0416666666666643
side,-44.2916666666667,-0.875
side,-39.0416666666667,-3.375
side,-32.4583333333333,-3.875
side,-32.375,-3.875
side,-35.2916666666667,-5.375
side,-35.125,-5.54166666666666
side,-34.7916666666667,-7.20833333333333
side,-14.4583333333333,-7.95833333333333
side,-14.375,-7.95833333333333
side,-35.0416666666667,-8.70833333333333
side,-35.125,-8.79166666666666
side,-35.2083333333333,-8.95833333333333
side,-35.2083333333333,-9.04166666666666
side,-35.5416666666667,-9.45833333333333
side,-38.625,-12.7916666666667
side,-38.5416666666667,-12.7916666666667
side,-38.625,-12.875
side,-38.5416666666667,-12.875
side,-38.5416666666667,-13.0416666666667
side,-38.625,-16.0416666666667
side,-38.2083333333333,-16.125
side,-39.0416666666667,-16.875
side,-39.125,-16.9583333333333
side,-39.0416666666667,-16.9583333333333
side,-39.125,-17.0416666666667
side,-39.2083333333333,-17.125
side,-38.875,-17.375
side,-39.125,-17.4583333333333
side,-39.0416666666667,-17.4583333333333
side,-38.9583333333333,-17.4583333333333
side,-39.0416666666667,-17.5416666666667
side,-39.0416666666667,-17.625
side,-39.0416666666667,-17.7083333333333
side,-38.9583333333333,-17.7083333333333
side,-38.625,-17.7083333333333
side,-39.0416666666667,-17.7916666666667
side,-38.9583333333333,-17.7916666666667
side,-38.9583333333333,-17.875
side,-38.7083333333333,-17.875
side,-39.2916666666667,-17.9583333333333
side,-39.2083333333333,-17.9583333333333
side,-38.9583333333333,-17.9583333333333
side,-38.7083333333333,-17.9583333333333
side,-38.625,-17.9583333333333
side,-39.0416666666667,-18.0416666666667
side,-38.9583333333333,-18.0416666666667
side,-38.7083333333333,-18.0416666666667
side,-38.625,-18.0416666666667
side,-38.625,-18.125
side,-38.5416666666667,-18.125
side,-40.375,-20.625
side,-40.375,-20.7083333333333
side,-33.625,-20.875
side,-41.9583333333333,-22.875
side,-42.0416666666667,-22.9583333333333
side,-41.9583333333333,-22.9583333333333
