decimalLongitude;decimalLatitude;moca
-32.390165;-3.814548;1
-32.390165;-3.814548;1
-38.6625;-17.96277778;1
-38.6625;-17.96277778;1
-38.6625;-17.96277778;1
-38.69777778;-17.96138889;1
-38.71583333;-17.97055556;1
-38.71583333;-17.97055556;1
-29.310286;-20.507457;1
-29.310286;-20.507457;1
-29.343099;-20.492485;1
-44.264283;-0.869867;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.626367;-12.80916;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.5491;-12.83708;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-38.571664;-12.814719;1
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.390165;-3.814548;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.414963;-3.83904;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-32.422785;-3.86684;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.6625;-17.96277778;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.69777778;-17.96138889;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-38.71583333;-17.97055556;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.310286;-20.507457;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.497889;-20.522617;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-29.343099;-20.492485;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.393889;-23.830333;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.702491;-24.105182;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.283621;-23.935384;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-45.243995;-23.893302;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.331675;-27.264465;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.368482;-27.277044;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-48.387576;-27.603507;0
-35.0725;-5.56435;0
-35.0725;-5.56435;0
-35.0725;-5.56435;0
-35.0725;-5.56435;0
-35.0725;-5.56435;0
-35.0725;-5.56435;0
-35.0725;-5.56435;0
-35.0725;-5.56435;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.258986;-5.394114;0
-35.363432;-5.262117;0
-35.363432;-5.262117;0
-35.363432;-5.262117;0
-35.363432;-5.262117;0
-35.363432;-5.262117;0
-35.363432;-5.262117;0
-35.363432;-5.262117;0
-35.363432;-5.262117;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-35.090067;-5.564467;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-44.264283;-0.869867;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.407589;-20.699631;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.366164;-20.676614;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-40.378777;-20.612348;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-38.530833;-13.008333;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.80355;-3.875172222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81884444;-3.860347222;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.81225833;-3.872955556;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.79191111;-3.86895;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.874725;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-33.80944167;-3.872986111;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-41.984482;-22.980484;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-42.00165556;-22.96514167;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-41.993723;-22.96573;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.192744;-9.032689;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.191486;-9.024256;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
-35.180628;-8.9985;0
